id	reg	vb	hinc	hmem	hint	fixline	hcar	sex	agecat	marits	red	empst	hhead	pinc	sim	seg_ls	q74#1	q74#2	q74#3	q74#4	q74#5	q74#6	q74#7	q74#8	q74#9	q65#13	q65#17	q65#18	q40_23	q75_1	q78_1
197	41	3	14	2	1	2	3	2	6	2	2	2	2	18	1	3	0	1	1	0	0	1	0	0	0	1	1	0	6	30	30
198	62	1	14	4	1	2	1	1	5	2	1	5	2	16	1	3	1	1	1	0	1	1	0	0	0	1	1	0	1	120	120
199	71	5	13	4	1	2	1	2	4	2	2	2	2	20	2	4	1	1	1	1	0	1	0	0	0	1	1	0	1	120	180
200	32	2	16	2	1	2	1	1	6	2	3	9	1	19	1	6	1	1	1	0	0	1	0	1	0	1	1	0	1	120	180
201	31	3	15	4	1	2	2	2	5	2	4	2	1	19	1	6	1	1	0	0	1	0	0	0	0	1	1	0	6	10	15
202	21	1	12	5	1	1	2	2	6	2	1	2	1	20	1	6	1	1	1	1	0	0	0	0	0	1	1	1	2	15	30
203	81	5	15	3	1	2	1	1	4	1	2	2	1	15	1	6	1	0	1	0	0	1	0	0	0	0	0	0	1	45	30
204	52	2	14	5	1	1	2	1	6	2	1	8	1	19	1	1	1	1	1	1	0	0	1	1	1	1	1	0	2	30	60
205	21	1	12	7	1	1	2	1	1	1	2	1	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	120	240
206	52	2	14	4	1	2	1	2	4	3	3	2	2	18	1	3	1	1	1	0	0	1	1	1	1	1	1	0	1	80	30
207	41	3	14	5	1	1	1	2	6	4	2	9	1	21	1	2	1	1	0	0	0	0	0	1	0	1	1	0	1	120	120
208	11	6	13	2	1	1	1	2	3	2	4	2	1	17	1	5	1	1	1	1	0	0	0	0	1	1	1	0	1	180	600
209	32	1	16	3	1	1	2	2	5	2	2	2	2	19	1	3	0	1	0	0	0	0	0	0	0	0	0	0	4	3	3
210	32	5	14	4	1	2	1	2	5	2	4	2	2	16	1	1	1	1	1	0	1	1	1	1	1	1	1	0	3	60	40
211	32	1	13	4	1	2	2	2	4	2	4	2	2	17	1	8	1	1	0	0	0	0	0	0	0	1	1	0	1	30	0
212	81	4	19	3	1	2	3	1	6	2	1	9	1	19	1	3	0	0	0	1	0	0	0	0	0	0	0	0	6	0	120
213	62	1	13	3	1	2	2	2	6	2	1	9	2	20	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
214	52	5	14	4	1	1	1	2	3	1	3	2	2	19	1	3	1	1	1	1	1	0	0	0	0	1	1	0	2	30	60
215	72	2	14	4	1	2	1	2	3	1	2	9	2	26	1	2	1	1	1	1	0	0	1	1	1	1	0	0	1	120	300
216	11	6	14	3	1	1	1	2	2	1	4	1	2	19	1	6	1	1	1	0	1	1	1	1	1	1	1	1	1	300	600
217	21	3	13	4	1	1	2	2	4	2	3	4	2	14	1	6	1	1	1	0	1	0	0	0	0	1	1	1	1	60	100
218	72	4	14	4	1	2	1	2	4	2	4	2	1	18	1	3	1	1	0	0	1	1	0	1	0	1	1	0	4	40	60
219	32	5	14	5	1	1	2	2	2	1	4	1	1	 	1	6	1	1	1	1	1	0	1	1	0	1	1	0	1	40	20
220	81	2	16	4	1	2	1	2	3	3	1	2	2	25	1	6	1	1	1	1	1	0	0	1	1	1	1	0	1	80	120
221	61	1	16	4	1	2	1	2	3	3	1	6	2	22	1	6	1	0	0	0	0	0	0	0	0	0	0	0	5	30	20
222	11	6	12	4	1	1	2	1	1	1	2	2	1	18	1	7	1	1	1	1	1	1	1	1	1	1	0	1	1	240	600
223	21	1	14	4	1	2	1	2	4	2	4	2	2	16	1	3	1	1	1	0	1	1	0	1	1	1	1	0	1	60	80
224	32	5	14	3	1	2	2	1	4	2	4	4	1	14	1	6	1	1	1	0	1	1	0	1	0	1	0	1	1	120	200
225	11	6	14	4	1	1	2	2	3	3	1	6	2	22	1	6	1	1	0	0	1	0	0	0	0	1	1	0	6	30	0
226	72	2	15	4	1	1	1	2	6	2	1	9	1	22	1	1	0	0	0	0	0	0	0	0	0	1	1	0	6	0	0
227	21	1	14	6	1	2	1	2	5	2	1	2	2	23	1	2	1	0	0	0	0	0	0	0	0	1	0	0	3	15	30
228	31	2	17	1	1	2	3	2	3	1	4	2	1	17	1	6	1	1	1	1	1	1	1	1	1	1	1	0	1	300	600
229	21	4	14	4	1	2	3	2	3	2	2	2	2	21	1	3	1	1	1	1	1	0	0	1	0	1	0	0	1	180	120
230	62	5	13	3	1	2	3	1	4	2	4	2	1	14	1	6	1	0	1	0	0	0	0	1	0	0	1	0	1	120	600
231	11	6	15	4	1	1	1	1	1	1	2	1	1	 	1	2	1	1	1	1	0	1	1	0	1	1	1	0	1	70	100
232	72	1	17	4	2	2	1	2	1	1	2	2	2	23	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	120	160
233	61	1	15	4	 	1	1	2	6	2	1	9	2	21	1	1	0	1	0	0	0	0	0	0	0	1	1	0	6	20	10
234	21	4	15	3	1	2	1	1	6	2	1	8	1	 	1	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
235	61	4	14	4	1	1	3	1	4	2	1	2	2	18	1	6	1	1	1	1	0	0	0	1	0	1	1	0	2	60	60
236	81	2	13	5	1	1	2	2	6	5	1	8	1	22	1	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
237	81	3	12	4	1	1	2	2	2	1	3	1	2	 	1	6	1	1	1	1	1	1	1	1	1	1	0	1	1	120	240
238	51	2	13	2	1	1	2	1	6	1	3	2	1	14	1	2	1	1	1	0	1	1	0	0	1	1	1	0	3	30	30
239	41	4	17	4	2	1	2	1	2	1	1	1	2	 	1	6	1	0	0	0	1	0	0	0	0	1	0	0	5	60	60
240	42	4	14	4	1	2	1	2	3	2	1	6	2	28	1	6	1	1	1	1	0	0	0	0	0	1	1	0	1	120	150
241	52	2	12	5	1	1	2	1	3	1	1	7	2	31	1	7	1	1	0	1	0	0	1	1	1	0	1	1	1	120	180
242	62	3	13	3	1	1	1	2	5	2	4	2	1	16	1	5	1	1	1	0	0	0	0	0	0	0	0	0	1	120	300
243	52	3	14	3	1	2	1	2	3	1	3	6	1	22	1	3	1	1	1	0	0	0	1	1	0	1	0	0	1	120	120
244	71	3	13	4	1	1	1	1	5	2	4	2	1	14	1	3	1	1	1	0	0	0	0	0	0	0	1	0	1	30	40
245	21	1	15	3	1	2	1	2	6	2	2	4	2	22	1	3	1	1	1	1	1	0	1	0	0	1	1	0	2	90	150
246	42	1	14	4	1	2	2	2	4	2	4	2	2	21	1	3	1	1	0	0	1	0	0	1	0	1	1	0	1	30	30
247	71	3	12	4	1	2	1	1	3	1	4	1	2	12	1	6	1	0	0	0	0	0	0	0	0	1	1	1	1	30	15
248	81	2	15	2	1	2	1	1	4	2	2	2	1	18	1	2	1	1	0	0	0	1	1	0	0	1	0	0	4	120	90
249	51	2	15	4	1	2	3	2	4	2	2	2	2	19	1	3	1	1	0	0	0	1	0	1	1	1	0	0	1	30	70
250	62	1	15	4	1	2	1	1	6	2	3	2	1	15	1	3	1	1	1	0	0	0	0	0	0	1	0	0	5	60	120
251	61	1	13	5	1	1	1	2	5	2	3	2	2	18	1	6	1	0	0	0	0	0	0	0	0	0	1	0	4	5	10
252	81	4	13	3	1	2	1	1	4	2	4	2	1	13	1	6	1	1	1	0	1	1	1	1	0	1	0	1	1	300	60
253	52	3	15	3	1	2	2	1	5	2	2	2	1	17	1	6	1	1	1	0	1	0	1	0	1	0	0	0	6	10	60
254	81	3	16	3	1	2	1	2	3	2	2	6	2	22	1	3	1	1	1	0	1	1	0	1	1	1	1	0	1	90	30
255	81	2	13	4	1	2	1	1	1	1	3	1	2	 	1	6	1	1	1	0	1	1	1	1	1	1	1	1	1	480	180
256	71	3	16	3	1	1	3	1	6	2	2	9	1	19	1	5	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0
257	51	1	12	4	1	1	2	1	5	2	4	4	2	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	120	20
258	42	4	13	4	1	1	2	1	5	2	4	2	2	 	1	7	1	1	0	0	0	0	0	0	0	0	1	0	5	0	10
259	21	4	13	4	1	2	1	2	2	1	4	2	2	17	1	6	1	1	0	0	0	0	1	1	0	0	0	0	1	50	180
260	11	6	13	5	1	1	3	1	2	1	2	2	2	18	1	4	1	1	1	0	1	0	0	0	0	1	0	0	4	0	10
261	52	3	14	4	1	2	1	2	2	1	4	1	2	31	1	2	1	1	1	1	0	0	0	1	1	1	1	0	1	120	300
262	32	2	15	3	2	1	2	1	6	3	3	5	1	22	1	2	1	1	1	0	1	0	0	0	0	1	0	1	1	30	120
263	21	1	14	4	1	1	2	2	6	4	2	7	1	30	1	3	1	1	0	0	0	1	0	0	0	1	1	0	2	60	120
264	62	4	13	6	1	1	1	1	4	2	2	2	1	14	1	4	1	1	1	0	1	0	1	1	0	1	1	0	1	240	300
265	21	2	17	5	1	1	2	1	1	1	2	1	1	 	1	6	1	1	0	1	0	0	1	1	1	1	0	0	1	400	600
266	62	3	14	3	1	2	2	2	6	2	1	2	2	20	1	6	1	1	1	1	1	1	0	1	0	1	1	0	1	100	300
267	21	1	14	3	1	1	1	1	6	2	1	9	2	20	1	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
268	81	1	16	4	1	2	1	1	4	2	4	2	1	16	1	8	1	1	1	0	1	0	0	1	0	1	1	0	1	60	120
269	11	6	15	3	1	2	3	2	5	2	1	2	2	18	1	3	1	1	1	1	0	1	0	1	1	0	1	0	3	60	60
270	42	4	16	2	1	1	3	2	6	2	4	4	1	16	1	6	1	1	1	1	1	0	0	0	1	1	1	0	1	240	240
271	81	3	16	3	1	2	1	1	4	4	2	9	2	21	1	8	0	0	0	0	0	0	0	0	0	0	1	0	5	30	30
272	31	5	15	3	1	2	2	2	4	3	3	2	1	17	1	3	1	0	1	1	1	1	1	0	1	1	1	0	1	240	240
273	72	4	14	3	1	2	1	2	3	2	3	6	2	21	1	6	1	1	1	0	0	0	0	1	0	1	1	0	1	30	30
274	31	4	12	6	1	2	1	1	4	2	3	4	1	14	1	6	1	1	0	0	1	0	0	1	0	1	0	1	2	120	200
275	31	2	13	4	1	1	1	1	2	1	4	1	2	31	1	3	1	1	1	1	1	1	1	1	1	1	1	0	1	460	300
276	81	5	15	4	1	2	3	1	3	2	4	2	1	17	1	2	1	1	1	1	1	1	0	1	0	1	0	0	1	1000	800
277	71	1	16	3	1	2	1	1	2	4	2	2	2	19	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	60	120
278	81	3	14	2	3	1	2	1	4	3	4	2	1	16	1	2	1	1	1	0	1	0	0	0	0	1	1	0	2	120	15
279	62	1	17	5	1	1	2	1	1	1	1	1	2	 	1	6	1	1	1	1	0	1	1	1	1	1	1	0	1	180	420
280	71	1	13	5	1	2	1	1	3	1	2	2	1	18	1	6	1	1	1	0	1	0	0	0	0	1	0	1	2	60	60
281	31	2	12	7	 	2	2	1	2	1	1	7	2	 	1	5	1	0	0	0	0	0	0	0	0	0	0	0	5	30	60
282	32	3	13	3	1	1	2	1	6	2	3	2	1	14	1	2	1	1	1	0	1	0	0	0	0	1	1	0	1	150	200
283	62	5	14	4	1	2	2	2	4	2	1	2	2	19	1	3	1	1	1	0	0	0	0	1	1	1	1	0	5	60	120
284	53	3	14	3	1	2	1	1	2	1	3	2	1	18	1	2	1	1	1	0	0	0	1	1	1	1	1	1	1	500	100
285	32	3	13	4	1	1	2	1	5	2	3	2	1	15	1	6	1	1	1	0	0	0	0	0	0	1	1	1	2	300	30
286	72	3	14	2	 	2	2	1	6	4	3	2	1	16	1	3	1	1	1	0	0	0	0	0	0	0	0	0	5	30	0
287	71	2	14	6	1	1	2	2	2	1	2	2	2	22	1	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
288	72	3	14	4	1	1	1	2	4	2	4	2	2	16	1	6	0	1	1	1	1	0	0	0	0	1	0	1	5	30	0
289	72	4	15	2	1	1	1	1	4	1	1	1	2	31	1	5	1	1	0	0	0	1	0	1	1	1	1	0	1	120	180
290	11	6	20	4	1	1	1	2	4	2	3	6	2	31	1	6	1	1	0	1	0	0	0	0	0	0	0	0	1	120	60
291	11	6	13	4	1	1	2	1	2	1	1	1	2	 	1	2	0	0	0	0	0	1	0	0	0	1	1	1	1	1440	1440
292	21	2	14	4	1	1	1	1	6	2	4	2	1	16	1	2	1	1	0	0	0	0	0	0	0	1	1	1	1	120	120
293	52	5	14	4	1	2	2	1	1	1	1	1	1	 	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	300	600
294	71	5	14	4	1	2	1	1	2	1	2	1	2	 	1	1	1	1	1	0	0	1	0	1	1	1	0	0	2	180	120
295	41	2	14	3	1	2	1	1	3	2	1	2	1	17	1	8	1	1	1	0	0	0	0	1	1	1	1	0	1	240	480
296	11	6	15	4	1	2	1	1	5	2	3	2	1	17	1	4	1	1	1	0	1	1	0	0	0	1	0	1	1	20	30
297	81	3	15	4	1	2	1	2	3	2	3	6	2	22	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	60	60
298	81	1	14	4	1	1	2	1	5	2	3	2	1	17	1	6	1	1	1	1	1	0	0	1	0	1	1	1	1	180	300
299	81	3	14	3	1	2	1	1	3	2	4	2	1	15	1	3	1	1	1	0	1	0	0	0	1	1	1	0	4	90	60
300	32	2	16	2	1	2	1	2	6	2	1	9	2	22	1	3	0	0	0	0	0	0	0	1	0	1	1	0	3	20	10
301	71	5	12	4	1	2	1	2	6	5	2	9	2	24	1	8	1	1	1	0	0	0	0	0	1	1	1	1	2	120	30
302	72	2	17	3	1	1	2	2	6	2	1	2	2	21	1	1	0	1	0	0	0	0	0	0	0	1	0	0	2	30	30
303	81	4	14	3	1	2	1	1	4	2	3	2	2	16	1	7	1	1	1	0	0	0	1	0	0	1	0	0	3	60	120
304	62	2	12	4	1	1	2	1	1	1	3	1	1	 	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5
305	53	3	14	4	1	2	1	2	6	2	2	2	1	17	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	700	700
306	62	5	18	2	1	2	3	1	2	2	4	1	1	24	1	6	1	1	1	0	1	1	0	1	1	1	1	1	2	300	200
307	21	2	14	4	1	1	1	2	6	2	4	8	2	21	1	6	1	1	0	0	0	0	0	0	0	1	0	0	6	60	60
308	52	2	15	2	1	1	2	2	6	3	4	2	1	17	1	6	1	1	1	0	0	1	1	1	0	0	1	0	3	60	60
309	81	3	16	2	1	2	1	2	3	2	3	2	1	20	1	6	1	1	1	0	1	0	0	1	0	1	1	1	1	240	240
310	51	2	14	4	1	1	1	2	5	2	2	2	1	17	1	1	1	1	1	0	1	0	0	0	0	1	1	0	5	60	0
311	72	4	16	4	1	2	1	2	3	2	1	6	2	22	1	6	1	0	1	0	1	1	1	0	0	1	0	0	1	300	720
312	71	2	15	6	1	2	1	1	1	1	1	1	1	 	1	6	1	0	1	1	0	0	0	1	0	1	1	0	1	20	30
313	62	2	17	4	1	2	1	2	3	2	3	6	2	22	1	3	1	1	1	1	0	1	0	1	1	1	1	0	1	120	240
314	52	2	16	4	1	2	1	2	3	2	3	6	2	21	1	3	1	1	1	0	1	0	1	1	0	1	1	0	1	300	350
315	11	6	15	3	1	2	3	2	6	2	2	2	1	17	1	3	1	1	0	0	0	0	0	0	0	1	0	0	1	60	30
316	21	3	14	4	1	1	1	2	4	2	3	2	2	19	1	3	1	1	1	0	0	0	0	0	1	1	1	1	2	60	120
317	41	3	14	3	1	1	3	1	3	1	4	2	1	16	1	3	1	1	0	0	1	0	1	0	0	1	0	1	1	8	2
318	21	3	15	2	1	2	1	1	2	3	2	2	1	15	1	3	1	1	1	0	0	0	0	0	0	0	0	0	4	120	400
319	51	1	17	3	1	1	1	1	6	2	3	2	1	17	1	6	1	1	1	0	0	1	1	1	0	1	1	0	1	120	120
320	62	5	17	4	1	2	3	2	4	2	3	2	2	28	2	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
321	21	1	15	3	1	2	2	2	6	2	2	9	2	23	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
322	72	2	13	4	1	2	1	1	5	2	4	2	1	14	1	3	1	0	0	0	0	0	0	0	0	0	0	0	4	180	200
323	61	3	13	6	1	2	1	2	2	1	4	1	2	30	1	4	1	1	0	1	0	0	0	0	0	1	0	0	1	120	120
324	81	4	14	6	1	1	3	1	5	2	1	2	1	22	1	6	1	1	1	1	0	0	0	0	0	1	1	0	1	90	120
325	31	5	14	5	1	2	1	1	1	1	2	1	2	 	1	7	1	0	0	0	0	0	0	0	0	0	0	0	2	20	0
326	51	2	14	4	 	1	2	1	1	1	1	1	2	31	1	6	1	1	1	0	0	0	0	0	1	1	1	0	2	20	30
327	51	4	14	4	1	1	2	1	4	2	3	2	1	17	1	2	1	1	1	0	1	0	1	1	0	1	1	1	2	60	120
328	32	5	16	3	1	1	3	1	1	1	1	1	2	 	1	7	1	0	0	0	0	0	0	1	1	1	1	0	1	120	150
329	21	3	15	3	1	1	2	2	6	2	2	9	2	21	1	3	1	1	1	0	1	1	0	0	0	1	1	0	1	120	120
330	21	3	17	4	1	1	1	2	4	2	2	2	2	23	1	3	1	1	0	0	0	0	1	1	0	1	1	0	5	60	60
331	62	4	15	2	1	2	3	1	6	4	4	4	1	17	1	5	1	1	1	0	1	1	0	1	1	1	1	0	1	780	600
332	81	4	14	4	1	1	1	2	5	2	3	2	2	18	1	6	1	1	0	0	0	0	0	0	0	1	1	0	2	30	30
333	72	2	14	4	1	2	2	1	4	2	2	4	1	16	1	2	1	1	1	0	1	0	0	1	1	1	0	1	1	60	120
334	42	5	15	3	1	2	1	1	3	2	3	2	1	17	1	2	1	1	1	1	1	1	0	1	1	1	1	0	1	360	360
335	41	4	13	4	1	2	1	1	2	1	1	1	2	 	1	5	1	1	1	1	0	0	1	1	1	1	0	0	1	120	240
336	31	4	15	3	1	2	2	1	2	1	3	1	2	 	1	2	1	1	1	1	0	0	0	1	1	1	1	1	1	300	180
337	11	6	13	4	1	1	2	1	2	1	3	1	2	 	1	8	1	1	0	0	0	0	1	0	1	0	0	0	1	50	0
338	52	4	16	2	1	2	2	2	6	2	3	2	2	19	1	6	1	1	1	0	0	0	0	0	0	1	1	0	2	50	50
339	42	3	13	5	1	2	2	2	5	4	4	2	1	15	1	2	1	1	1	0	0	0	1	1	0	1	1	0	1	200	120
340	62	2	14	6	1	1	1	2	4	2	1	6	2	27	1	3	1	1	0	0	0	0	0	0	0	1	0	0	3	60	120
341	53	1	14	3	1	2	1	1	3	2	2	2	1	18	1	1	1	1	1	1	1	1	0	1	1	1	1	0	2	60	120
342	81	5	18	2	3	2	3	1	1	1	3	1	2	31	1	6	1	0	0	1	0	0	0	1	0	0	1	0	5	15	30
343	71	2	13	2	1	2	1	2	6	2	1	2	2	19	1	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
344	81	4	17	3	1	1	3	2	5	2	3	4	2	22	1	3	1	1	0	0	1	0	0	0	0	1	1	0	1	120	240
345	81	4	15	4	1	2	3	2	5	2	2	2	2	19	1	3	1	1	1	0	1	1	1	1	0	0	0	0	2	60	120
346	21	4	16	5	1	1	1	2	5	5	4	6	1	16	1	3	1	1	1	1	1	0	0	1	0	1	1	0	1	120	120
347	62	5	13	4	1	1	1	2	5	2	4	2	1	15	1	6	1	0	0	0	0	0	0	0	0	1	1	0	5	5	5
348	62	1	14	4	1	2	1	1	1	1	1	1	2	 	1	6	1	1	0	1	0	0	1	1	1	0	1	0	2	150	180
349	72	1	17	3	1	1	1	2	3	2	2	6	2	22	1	6	1	1	1	1	1	1	1	0	0	1	0	0	2	300	120
350	11	6	15	4	1	1	1	2	3	2	2	6	2	27	1	3	1	1	1	0	1	1	0	0	0	1	0	0	3	30	0
351	42	4	14	8	1	2	2	2	5	2	1	6	2	31	1	3	1	1	1	1	1	1	0	1	1	1	1	0	1	100	45
352	62	4	15	2	1	2	1	1	3	3	4	2	1	17	1	6	1	1	1	0	1	0	0	0	0	1	1	0	1	60	200
353	21	1	13	4	1	1	1	2	5	2	3	2	1	17	1	3	1	1	1	0	1	0	0	0	1	1	1	0	3	20	30
354	42	4	14	3	1	2	3	1	6	2	1	2	1	18	1	8	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0
355	62	1	17	5	1	1	1	1	1	1	1	1	2	 	1	6	1	1	0	0	0	0	0	1	1	1	1	0	1	120	180
356	71	3	14	3	1	1	1	1	1	1	2	1	2	 	1	6	1	1	1	1	0	1	1	1	1	1	1	0	1	120	180
357	72	3	15	4	1	2	3	2	2	1	3	1	2	 	1	1	1	1	1	1	0	1	1	1	1	1	1	0	2	180	240
358	61	4	16	3	1	1	1	2	4	2	2	6	2	22	1	3	1	1	0	0	1	0	0	0	0	1	1	0	2	40	60
359	52	5	14	3	1	2	1	2	3	3	2	2	2	21	1	6	1	1	1	0	1	1	0	1	0	1	1	0	1	180	120
360	32	1	14	3	1	2	2	1	5	2	3	2	1	16	1	6	1	1	1	1	1	0	0	1	1	1	1	0	1	80	60
361	71	2	20	3	1	2	1	2	3	2	3	7	2	22	1	2	1	1	1	0	1	1	0	1	1	1	1	1	1	120	60
362	72	3	14	4	1	2	1	2	2	1	4	1	2	 	1	3	1	1	0	0	0	0	0	1	0	1	1	0	1	60	30
363	51	3	16	4	1	1	1	1	5	2	4	2	1	18	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5	30	60
364	11	6	17	2	1	1	3	2	1	3	3	1	2	 	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	200	0
365	81	5	14	4	1	2	2	2	4	2	1	2	2	18	1	4	1	0	1	1	0	0	1	0	1	1	0	0	1	300	600
366	81	3	15	4	1	2	3	2	1	1	2	7	2	 	1	3	1	1	1	0	0	1	1	1	1	1	1	0	1	120	120
367	62	4	14	4	1	2	1	1	6	2	3	2	1	16	1	3	1	1	1	0	0	0	0	1	0	1	1	1	1	100	40
368	41	2	13	4	1	2	2	2	5	2	4	2	2	17	1	3	1	1	1	1	1	1	0	1	1	1	1	0	1	60	60
369	53	2	16	4	1	2	1	1	4	2	3	2	1	17	1	6	1	1	1	0	0	0	0	0	0	1	1	0	5	20	10
370	21	4	30	4	1	1	3	1	1	1	1	1	2	 	1	4	1	0	0	1	0	0	0	0	1	1	0	0	1	100	150
371	31	3	15	2	1	1	1	1	6	2	4	8	1	18	1	6	1	1	1	0	0	1	1	0	0	1	0	0	2	180	240
372	81	1	14	5	1	1	1	2	4	3	2	2	2	18	1	2	0	0	1	1	0	1	1	0	0	1	0	0	1	480	1440
373	52	3	13	5	1	1	1	2	5	2	4	2	2	16	1	2	1	1	0	0	0	0	0	0	0	1	0	0	5	15	30
374	81	3	14	5	3	1	1	1	2	1	3	1	2	 	1	7	1	1	0	0	1	0	0	1	0	1	1	1	1	600	300
375	61	3	22	1	 	2	3	1	6	2	4	2	1	30	1	5	1	1	0	0	0	0	0	0	0	0	0	0	5	10	10
376	11	6	13	4	1	1	1	2	2	1	3	2	1	20	1	2	1	0	0	1	0	0	1	1	1	1	1	1	1	60	240
377	21	3	14	4	1	2	2	2	6	4	1	9	1	25	1	1	1	0	0	0	0	0	0	0	0	0	1	0	5	15	0
378	81	1	13	4	1	1	1	1	5	2	4	2	1	15	1	2	1	1	1	0	1	0	0	0	0	1	0	0	5	30	120
379	81	1	16	1	1	2	1	2	6	2	1	9	1	21	1	2	1	1	0	0	0	0	0	0	0	1	1	0	6	60	120
380	42	4	16	5	1	1	1	2	3	2	2	2	2	19	1	6	1	1	1	1	1	1	0	1	1	1	1	1	1	30	60
381	72	1	17	3	1	1	1	1	6	2	2	2	1	19	1	2	1	1	0	1	0	0	0	0	1	1	1	0	1	70	120
382	71	2	19	2	1	2	1	1	6	2	3	8	1	22	1	6	1	1	1	0	1	0	0	0	0	1	1	0	1	120	90
383	62	5	13	3	1	1	1	2	4	2	3	2	2	16	1	3	1	0	1	0	1	1	1	0	0	1	1	0	1	30	30
384	53	1	16	5	1	2	1	1	1	1	1	1	1	 	1	8	1	1	0	1	0	0	1	0	1	1	0	0	1	60	200
385	51	3	15	4	1	2	2	1	5	2	3	9	2	20	1	6	1	1	1	0	1	1	1	1	0	1	1	0	1	600	600
386	11	6	13	4	1	1	1	2	6	2	2	9	2	21	1	3	1	1	1	0	0	1	0	0	0	1	0	0	6	60	60
387	81	3	14	4	1	2	1	2	1	1	2	1	1	 	1	7	0	1	1	0	1	1	0	0	0	1	0	0	1	190	0
388	62	5	14	2	2	2	1	1	3	1	3	2	1	17	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	120	0
389	81	2	14	3	1	2	1	1	1	1	3	1	2	 	1	5	1	0	0	0	1	0	0	1	1	1	0	0	1	60	180
390	52	1	18	3	1	1	1	2	1	1	2	1	1	31	1	1	1	1	1	1	1	0	1	1	1	1	1	0	2	60	30
391	53	4	16	4	1	2	1	1	3	3	3	1	1	28	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	400	200
392	62	2	13	2	1	2	2	2	4	4	4	2	1	15	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	60	120
393	42	3	14	4	1	1	2	2	5	3	3	2	1	17	1	2	1	1	1	1	1	1	1	0	0	1	1	0	1	60	60
394	81	5	13	4	1	1	1	2	2	1	4	1	2	 	1	2	1	1	1	0	1	1	1	1	0	1	1	0	1	250	300
395	61	4	16	4	1	2	1	2	5	2	4	2	2	17	1	6	1	1	1	0	1	1	1	0	0	1	1	0	1	60	100
396	21	1	13	3	1	2	1	1	3	1	2	2	1	16	1	6	1	1	1	1	0	1	1	1	1	1	1	0	1	60	240
397	21	4	14	4	1	1	1	1	2	1	3	1	2	31	1	8	1	1	1	1	0	1	0	1	1	1	1	0	1	120	60
398	53	1	14	4	1	2	1	2	4	2	4	6	2	22	1	3	1	1	1	0	1	0	0	0	0	1	0	1	1	30	60
399	81	2	17	3	1	2	3	1	4	1	2	7	1	 	1	6	1	1	1	0	0	1	0	0	0	1	1	0	1	60	120
400	81	4	15	5	1	2	1	1	4	2	2	7	2	29	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	150	300
401	81	3	14	4	1	1	2	1	2	1	4	1	2	29	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	400	400
402	71	2	13	5	1	2	2	2	2	1	3	2	2	20	1	3	1	1	1	1	0	1	1	1	1	1	1	0	1	30	60
403	81	4	14	4	1	2	1	2	4	2	3	2	2	17	1	6	1	1	1	0	0	0	0	1	0	1	1	0	1	60	60
404	11	6	13	4	1	2	1	2	5	3	1	7	1	29	1	3	1	1	1	1	1	1	0	0	0	1	1	0	1	120	180
405	42	1	14	4	1	2	2	1	4	2	2	2	1	17	1	8	0	1	0	1	0	0	0	0	0	1	0	0	5	10	30
406	21	3	13	6	1	1	2	2	2	1	4	1	1	 	1	3	1	1	1	0	0	0	0	0	0	1	1	0	1	60	0
407	11	6	15	4	1	2	1	1	4	2	2	2	1	17	1	3	1	1	0	0	0	0	0	0	0	0	0	0	2	120	120
408	32	2	15	4	1	1	1	2	5	2	2	2	2	19	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
409	72	4	13	6	1	2	2	2	5	2	2	2	2	20	1	3	1	0	0	0	0	0	0	0	0	0	0	0	6	10	5
410	52	4	18	1	1	1	1	1	3	1	4	2	1	19	1	4	1	1	1	0	1	1	0	1	0	1	1	0	1	300	200
411	52	1	15	4	1	2	1	2	4	2	3	4	2	26	1	6	1	1	1	0	1	1	1	1	1	1	1	0	2	30	60
412	52	3	14	4	1	2	1	2	4	2	3	6	2	20	1	2	1	0	0	0	1	1	1	0	0	1	0	0	2	20	60
